Staedte
Gronau (Leine), Stadt
Bad Schwalbach, Kreisstadt
Bad Nenndorf, Stadt
Lorch, Stadt
Meßstetten, Stadt
Herbolzheim, Stadt
Nossen, Stadt
Burgstädt, Stadt
Oberharz am Brocken, Stadt
Rutesheim, Stadt
Engen, Stadt
Isselburg, Stadt
Lichtenau, Stadt
Bad Iburg, Stadt
Felsberg, Stadt
Zella-Mehlis, Stadt
Bad Lauterberg im Harz, Stadt
Haigerloch, Stadt
Gommern, Stadt
Steinbach (Taunus), Stadt
Boizenburg/ Elbe, Stadt
Langenzenn, St
Tangermünde, Stadt
Riedlingen, Stadt
Grevesmühlen, Stadt
Oelsnitz/Vogtl., Stadt
Altensteig, Stadt
Pasewalk, Stadt
Waldkirchen, St
Steinau an der Straße, Brüder-Grimm-Stadt
Bad Staffelstein, St
Barmstedt, Stadt
Münchberg, St
Weilheim an der Teck, Stadt
Meuselwitz, Stadt
Büdelsdorf, Stadt
Lollar, Stadt
Rehburg-Loccum, Stadt
Friedrichsthal, Stadt
Gemünden a.Main, St
Klötze, Stadt
Gernsheim, Schöfferstadt
Erlenbach a.Main, St
Aulendorf, Stadt
Aichtal, Stadt
Süßen, Stadt
Frohburg, Stadt
Betzdorf, Stadt
Schotten, Stadt
Wildau, Stadt
Blumberg, Stadt
Wilkau-Haßlau, Stadt
Osterburg (Altmark), Hansestadt
Kenzingen, Stadt
Niebüll, Stadt
Wildberg, Stadt
Neuenhaus, Stadt
Bogen, St
Wettin-Löbejün, Stadt
Kemberg, Stadt
Rüdesheim am Rhein, Stadt
Grimmen, Stadt
Nideggen, Stadt
Nieder-Olm, Stadt
Oldenburg in Holstein, Stadt
Dassel, Stadt
Bad Gandersheim, Stadt
Bad Wildbad, Stadt
Sebnitz, Stadt
Mengen, Stadt
Heubach, Stadt
Bad Orb, Stadt
Bockenem, Stadt
Simbach a.Inn, St
Schlitz, Stadt
Neuenstadt am Kocher, Stadt
Visselhövede, Stadt
Hohenmölsen, Stadt
Laubach, Stadt
Brand-Erbisdorf, Stadt
Bad König, Stadt
Gudensberg, Stadt
Lügde, Stadt der Osterräder
Brandis, Stadt
Burgau, St
Luckau, Stadt
Beilngries, St
Niesky, Stadt
Dissen am Teutoburger Wald, Stadt
Zwiesel, St
Niddatal, Stadt
Ilsenburg (Harz), Stadt
Zschopau, Stadt
Sassnitz, Stadt
Runkel, Stadt
Trebbin, Stadt
Bleckede, Stadt
Bad Ems, Stadt
Endingen am Kaiserstuhl, Stadt
Fürstenau, Stadt
Neustadt (Hessen), Stadt
Wahlstedt, Stadt
Höhr-Grenzhausen, Stadt
Zörbig, Stadt
Rehau, St
Torgelow, Stadt
Heilsbronn, St
Bad Breisig, Stadt
Raguhn-Jeßnitz, Stadt
Obernkirchen, Stadt
Eisenberg (Pfalz), Stadt
Miltenberg, St
Altlandsberg, Stadt
Töging a.Inn, St
Bad Liebenwerda, Stadt
Zahna-Elster, Stadt
Bad Liebenzell, Stadt
Lüchow (Wendland), Stadt
Kyritz, Stadt
Bad Bevensen, Stadt
Doberlug-Kirchhain, Stadt
Wunsiedel, St
Heiligenhafen, Stadt
Herzberg (Elster), Stadt
Osthofen, Stadt
Elsfleth, Stadt
Zwenkau, Stadt
Ortenberg, Stadt
Storkow (Mark), Stadt
Wertingen, St
Ballenstedt, Stadt
Reinfeld (Holstein), Stadt
Furtwangen im Schwarzwald, Stadt
Kandel, Stadt
Waldheim, Stadt
Tecklenburg, Stadt
Weißenthurm, Stadt
Bad Frankenhausen/Kyffhäuser, Stadt
Furth im Wald, St
Penig, Stadt
Mittenwalde, Stadt
Olbernhau, Stadt
Mücheln (Geiseltal), Stadt
Mansfeld, Stadt
Breckerfeld, Hansestadt
Hemau, St
Freystadt, St
Plön, Stadt
Rain, St
Calbe (Saale), Stadt
Wetter (Hessen), Stadt
Bad Griesbach i.Rottal, St
Laufenburg (Baden), Stadt
Auerbach i.d.OPf., St
Elze, Stadt
Bad Lauchstädt, Goethestadt
Lauter-Bernsbach, Stadt
Borgholzhausen, Stadt
Ichenhausen, St
Ochsenhausen, Stadt
Mendig, Stadt
Tirschenreuth, St
Volkach, St
Nittenau, St
Colditz, Stadt
Florstadt, Stadt
Ueckermünde, Stadt
Weida, Stadt
Hemmoor, Stadt
Kappeln, Stadt
Klingenthal, Stadt
Waldenbuch, Stadt
Barth, Stadt
Obernburg a.Main, St
Schieder-Schwalenberg, Stadt
Naunhof, Stadt
Großräschen, Stadt
Rauenberg, Stadt
Barntrup, Stadt
Kirchen (Sieg), Stadt
Lützen, Stadt
Hainichen, Stadt
Neuötting, St
Werneuchen, Stadt
Lößnitz, Stadt
Borgentreich, Orgelstadt4)
Bad Schussenried, Stadt
Berching, St
Barby, Stadt
Teterow, Stadt
Könnern, Stadt
Schleiz, Stadt
Lauta, Stadt
Oranienbaum-Wörlitz, Stadt
Bad Sooden-Allendorf, Stadt
Vallendar, Stadt
Wissen, Stadt
Bersenbrück, Stadt
Helmbrechts, St
Premnitz, Stadt
Großbottwar, Stadt
Bad Schmiedeberg, Stadt
Kirchberg, Stadt
Leisnig, Stadt
Nierstein, Stadt
Hallstadt, St
Kandern, Stadt
Meßkirch, Stadt
Bismark (Altmark), Stadt
Dannenberg (Elbe), Stadt
Staufenberg, Stadt
Vetschau/Spreewald, Stadt
Grafenau, St
Landstuhl, Stadt
Willebadessen, Stadt
Falkenstein/Vogtl., Stadt
Kuppenheim, Stadt
Vohburg a.d.Donau, St
Kirn, Stadt
Teuchern, Stadt
Bad Bergzabern, Stadt
Rheinsberg, Stadt
Neustadt an der Orla, Stadt
Lugau/Erzgeb., Stadt
Neunburg vorm Wald, St
Seeland, Stadt
Viechtach, St
Elsterwerda, Stadt
Beeskow, Stadt
Arnstein, St
Staufen im Breisgau, Stadt
Bad Lausick, Stadt
Oederan, Stadt
Altenberg, Stadt
Zell am Harmersbach, Stadt
Kellinghusen, Stadt
Möckmühl, Stadt
Neuenbürg, Stadt
Dornstetten, Stadt
Treuen, Stadt
Bad Düben, Stadt
Daun, Stadt
Wörrstadt, Stadt
Knittlingen, Stadt
Rottenburg a.d.Laaber, St
Simmern/ Hunsrück, Stadt
Neresheim, Stadt
Kühlungsborn, Stadt
Medebach, Hansestadt
Harzgerode, Stadt
Herrieden, St
Bützow, Stadt
Bad Liebenstein, Stadt
Pockau-Lengefeld, Stadt
Schweich, Stadt
Allstedt, Stadt
Calau, Stadt
Belgern-Schildau, Stadt
Kirchheimbolanden, Stadt
Oberkochen, Stadt
Gundelfingen a.d.Donau, St
Aken (Elbe), Stadt
Bad Herrenalb, Stadt
Bönnigheim, Stadt
Hermsdorf, Stadt
Naila, St
Löffingen, Stadt
Markneukirchen, Stadt
Hardegsen, Stadt
Kalbe (Milde), Stadt
Ramstein-Miesenbach, Stadt
Sontra, Stadt
Hüfingen, Stadt
Münnerstadt, St
Gerolstein, Stadt
Ransbach-Baumbach, Stadt
Roßwein, Stadt
Baiersdorf, St
Bad Berka, Stadt
Eibenstock, Stadt
Pulsnitz, Stadt
Groitzsch, Stadt
Bad Sachsa, Stadt
Friedrichroda, Stadt
Bad Kötzting, St
Treuenbrietzen, Stadt
Malchin, Stadt
Gedern, Stadt
Homberg (Ohm), Stadt
Oppenheim, Stadt
Breuberg, Stadt
Vohenstrauß, St
Weikersheim, Stadt
Radeburg, Stadt
Esens, Stadt
Teublitz, St
Ebern, St
Wriezen, Stadt
Kremmen, Stadt
Saarburg, Stadt
Heringen (Werra), Stadt
Freyung, St
Gundelsheim, Stadt
Meldorf, Stadt
Otterndorf, Stadt
Dettelbach, St
Gröditz, Stadt
Elzach, Stadt
Gerbstedt, Stadt
Hartha, Stadt
Renchen, Stadt
Lengenfeld, Stadt
Scheßlitz, St
Hecklingen, Stadt
Schwarzenbach a.d.Saale, St
Annweiler am Trifels, Stadt
Laufen, St
Neukirchen, Stadt
Greding, St
Haslach im Kinzigtal, Stadt
Bernkastel-Kues, Stadt
Zwingenberg, Stadt
Leipheim, St
Jerichow, Stadt
Bad Wimpfen, Stadt
Moringen, Stadt
Parsberg, St
Römhild, Stadt
Immenhausen, Stadt
Birkenfeld, Stadt
Gerolzhofen, St
Geiselhöring, St
Rodalben, Stadt
Schelklingen, Stadt
Kahla, Stadt
Volkmarsen, Stadt
Ebermannstadt, St
Arendsee (Altmark), Stadt
Neuhaus am Rennweg, Stadt
Annaburg, Stadt
Bonndorf im Schwarzwald, Stadt
Neustadt-Glewe, Stadt
Waldeck, Stadt
Müncheberg, Stadt
Waldmünchen, St
Reichelsheim (Wetterau), Stadt
Polch, Stadt
Böhlen, Stadt
Arnstein, Stadt
Waldsassen, St
Gau-Algesheim, Stadt
Glashütte, Stadt
Edenkoben, Stadt
Dietenheim, Stadt
Nortorf, Stadt
Friedland, Stadt
Bad Blankenburg, Stadt
Höchstädt a.d.Donau, St
Havelberg, Hansestadt
Boxberg, Stadt
Mitterteich, St
Herdorf, Stadt
Großröhrsdorf, Stadt
Königsee-Rottenbach, Stadt
Zierenberg, Stadt
Malchow, Stadt
Bernsdorf, Stadt
Neuenstein, Stadt
Rodewisch, Stadt
Maulbronn, Stadt
Osterburken, Stadt
Ketzin/Havel, Stadt
Falkenberg/Elster, Stadt
Ilshofen, Stadt
Burgkunstadt, St
Großalmerode, Stadt
Bad Sobernheim, Stadt
Rosenfeld, Stadt
Blankenhain, Stadt
Beerfelden, Stadt
Horstmar, Stadt der Burgmannshöfe
Trochtelfingen, Stadt
Rodenberg, Stadt
Gammertingen, Stadt
Wittenburg, Stadt
Bad Brückenau, St
Bad Rodach, St
Nienburg (Saale), Stadt
Grafenwöhr, St
Uffenheim, St
Schirgiswalde-Kirschau, Stadt
Dohna, Stadt
Alpirsbach, Stadt
Thalheim/Erzgeb., Stadt
Pegau, Stadt
Güglingen, Stadt
Altenkirchen (Westerwald), Stadt
Spangenberg, Liebenbachstadt
Neuffen, Stadt
Zell im Wiesental, Stadt
Nieheim, Stadt
Beilstein, Stadt
Geisingen, Stadt
Neumarkt-Sankt Veit, St
Lübz, Stadt
Bleicherode, Stadt
Heitersheim, Stadt
Hermeskeil, Stadt
Stavenhagen, Stadt
Klingenberg a.Main, St
Brotterode-Trusetal, Stadt
Dietfurt a.d.Altmühl, St
Plau am See, Stadt
Windsbach, St
Mügeln, Stadt
Nabburg, St
Thannhausen, St
Braunlage, Stadt
Kölleda, Stadt
Herrnhut, Stadt
Bad Lobenstein, Stadt
Wassertrüdingen, St
Rötha, Stadt
Bad Königshofen i.Grabfeld, St
Grünhain-Beierfeld, Stadt
Glücksburg (Ostsee), Stadt
Dornhan, Stadt
Norderney, Stadt
Linz am Rhein, Stadt
Vilseck, St
Oberlungwitz, Stadt
Hachenburg, Stadt
Geislingen, Stadt
Gransee, Stadt
Stadtroda, Stadt
Riedenburg, St
Vogtsburg im Kaiserstuhl, Stadt
Bad Marienberg (Westerwald), Stadt
Fürstenberg/Havel, Stadt
Bad Hönningen, Stadt
Rochlitz, Stadt
Schlüsselfeld, St
Tittmoning, St
Hausach, Stadt
Leun, Stadt
Grebenstein, Stadt
Marne, Stadt
Neustadt a.d.Waldnaab, St
Meersburg, Stadt
Hirschau, St
Bräunlingen, Stadt
Wemding, St
Haiterbach, Stadt
Wittichenau, Stadt
Wolfach, Stadt
Stadtoldendorf, Stadt
Waibstadt, Stadt
Westerburg, Stadt
Schwarzheide, Stadt
Dierdorf, Stadt
Traben-Trarbach, Stadt
Grabow, Stadt
Großschirma, Stadt
Biesenthal, Stadt
Mellrichstadt, St
Stolpen, Stadt
Bad Gottleuba-Berggießhübel, Stadt
Schrozberg, Stadt
Eisfeld, Stadt
Drebkau, Stadt
Ruhla, Stadt
Münzenberg, Stadt
Zeil a.Main, St
Ellrich, Stadt
Leutershausen, St
Schöppenstedt, Stadt
Abenberg, St
Gersfeld (Rhön), Stadt
Bodenwerder, Münchhausenstadt
Neubulach, Stadt
Artern/Unstrut, Stadt
Ohrdruf, Stadt
Laage, Stadt
Harburg (Schwaben), St
Gadebusch, Stadt
Ingelfingen, Stadt
Hagenbach, Stadt
Seelow, Stadt
Dornburg-Camburg, Stadt
Pfreimd, St
Bredstedt, Stadt
Falkenstein/Harz, Stadt
Prüm, Stadt
Kemnath, St
Schleusingen, Stadt
Burg Stargard, Stadt
Tharandt, Stadt
Lütjenburg, Stadt
Kastellaun, Stadt
Niedenstein, Stadt
Otterberg, Stadt
Battenberg (Eder), Stadt
Geithain, Stadt
Thum, Stadt
Uebigau-Wahrenbrück, Stadt
Wirges, Stadt
Altentreptow, Stadt
Cochem, Stadt
Velburg, St
Pottenstein, St
Eltmann, St
Kusel, Stadt
Vacha, Stadt
Rockenhausen, Stadt
Arzberg, St
Diemelstadt, Stadt
Külsheim, Stadt
Munderkingen, Stadt
Borkum, Stadt
Neudenau, Stadt
Heimsheim, Stadt
Stühlingen, Stadt
Amöneburg, Stadt
Zarrentin am Schaalsee, Stadt
Unkel, Stadt
Erbendorf, St
Oettingen i.Bay., St
Röbel/Müritz, Stadt
Lindenfels, Stadt
Naumburg, Stadt
Hofheim i.UFr., St
Treffurt, Stadt
Hollfeld, St
Freinsheim, Stadt
Marienmünster, Stadt
Pausa-Mühltroff, Stadt
Reichenbach/O.L., Stadt
Adorf/Vogtl., Stadt
Trendelburg, Stadt
Freren, Stadt
Wilthen, Stadt
Forchtenberg, Stadt
Windischeschenbach, St
Ronneburg, Stadt
Monheim, St
Lommatzsch, Stadt
Dahme/Mark, Stadt
Adelsheim, Stadt
Roßleben, Stadt
Tönning, Stadt
Seehausen (Altmark), Hansestadt
Steinbach-Hallenberg, Stadt
Kitzscher, Stadt
Mahlberg, Stadt
Schwaan, Stadt
Spalt, St
Oberviechtach, St
Hitzacker (Elbe), Stadt
Lichtenau, Stadt
Todtnau, Stadt
Creußen, St
Strasburg (Uckermark), Stadt
Crivitz, Stadt
Niederstetten, Stadt
Weismain, St
Herbstein, Stadt
Heringen/Helme, Stadt
Eggesin, Stadt
Emmelshausen, Stadt
Lübtheen, Stadt
Kröpelin, Stadt
Triberg im Schwarzwald, Stadt
Bad Sulza, Stadt
Ehrenfriedersdorf, Stadt
Geisa, Stadt
Wörth a.d.Donau, St
Freyburg (Unstrut), Stadt
Oppenau, Stadt
Stadtilm, Stadt
Bischofsheim a.d.Rhön, St
Wachenheim an der Weinstraße, Stadt
Lauchheim, Stadt
Creglingen, Stadt
Rothenburg/O.L., Stadt
Groß-Bieberau, Stadt
Wörth a.Main, St
Schömberg, Stadt
Hartenstein, Stadt
Heideck, St
Niederstotzingen, Stadt
Dahn, Stadt
Scheinfeld, St
Iphofen, St
Nassau, Stadt
Müllrose, Stadt
Krautheim, Stadt
Augustusburg, Stadt
Marlow, Stadt
Tengen, Stadt
Schwarzenbach a.Wald, St
Hallenberg, Stadt
Tann (Rhön), Stadt
Schönau, Stadt
Dargun, Stadt
Gefrees, St
Wilster, Stadt
Königsbrück, Stadt
Rabenau, Stadt
Kirchberg an der Jagst, Stadt
Peitz, Stadt
Schönberg, Stadt
Lunzenau, Stadt
Rauschenberg, Stadt
Selbitz, St
Woldegk, Stadt
Waldkappel, Stadt
Heimbach, Stadt
Rennerod, Stadt
Putbus, Stadt
Loitz, Stadt
Dahlen, Stadt
Vellberg, Stadt
Dransfeld, Stadt
Bad Berneck i.Fichtelgebirge, St
Dingelstädt, Stadt
Pressath, St
Gerabronn, Stadt
Liebenwalde, Stadt
Waldershof, St
Geringswalde, Stadt
Berka/Werra, Stadt
Sternberg, Stadt
Hornberg, Stadt
Tambach-Dietharz/Thür. Wald, Stadt
Penzlin, Stadt
Güsten, Stadt
Schnaittenbach, St
Lichtenfels, Stadt
Wyk auf Föhr, Stadt
Wanfried, Stadt
Allendorf (Lumda), Stadt
Nastätten, Stadt
Baruth/Mark, Stadt
Elsterberg, Stadt
Johanngeorgenstadt, Stadt
Zell (Mosel), Stadt
Bad Buchau, Stadt
Dassow, Stadt
Niedernhall, Stadt
Neckarbischofsheim, Stadt
Waldenburg, Stadt
Rheinböllen, Stadt
Pappenheim, St
Gemünden (Wohra), Stadt
Baunach, St
St. Blasien, Stadt
Gräfenberg, St
Baumholder, Stadt
Brück, Stadt
Netzschkau, Stadt
Amorbach, St
Eschenbach i.d.OPf., St
Lorch, Stadt
Mirow, Stadt
Lambrecht (Pfalz), Stadt
Seßlach, St
Steinach, Stadt
Kirchberg (Hunsrück), Stadt
Wolkenstein, Stadt
Regis-Breitingen, Stadt
Neukloster, Stadt
Hoya, Stadt
Neubukow, Stadt
Neckarsteinach, Stadt
Tessin, Stadt
Trebsen/Mulde, Stadt
Bad Karlshafen, Stadt
Vöhrenbach, Stadt
Schiltach, Stadt
Mühlberg/Elbe, Stadt
Deidesheim, Stadt
Lucka, Stadt
Gehren, Stadt
Freudenberg, Stadt
Marktbreit, St
Strehla, Stadt
Seifhennersdorf, Stadt
Bad Elster, Stadt
Triptis, Stadt
Ellingen, St
Ruhland, Stadt
Tegernsee, St
Bad Schandau, Stadt
Grünsfeld, Stadt
Schlotheim, Stadt
Wildenfels, Stadt
Königsberg i.Bay., St
Tanna, Stadt
Greußen, Stadt
Bad Muskau, Stadt
Auma-Weidatal, Stadt
Bad Köstritz, Stadt
Goldberg, Stadt
Gröningen, Stadt
Mühlheim an der Donau, Stadt
Geyer, Stadt
Welzow, Stadt
Langewiesen, Stadt
Münstermaifeld, Stadt
Krakow am See, Stadt
Rehna, Stadt
Goldkronach, St
Saalburg-Ebersdorf, Stadt
Eschershausen, Stadt
Weißensee, Stadt
Hirschhorn (Neckar), Stadt
Joachimsthal, Stadt
Gößnitz, Stadt
Rötz, St
Ludwigsstadt, St
Kelbra (Kyffhäuser), Stadt
Neustadt (Dosse), Stadt
Owen, Stadt
Neusalza-Spremberg, Stadt
Speicher, Stadt
Bernstadt a. d. Eigen, Stadt
Wasungen, Stadt
Lauscha, Stadt
Kranichfeld, Stadt
Kaltennordheim, Stadt
Berga/Elster, Stadt
Ostheim v.d.Rhön, St
Hohnstein, Stadt
Egeln, Stadt
Ulmen, Stadt
Kirchenlamitz, St
Döbern, Stadt
Wesselburen, Stadt
Oberriexingen, Stadt
Löwenstein, Stadt
Stromberg, Stadt
Sonnewalde, Stadt
Nebra (Unstrut), Stadt
Havelsee, Stadt
Warin, Stadt
Lychen, Stadt
Wurzbach, Stadt
Kirtorf, Stadt
Burgbernheim, St
Schöneck/Vogtl., Stadt
Schönwald, St
Bärnau, St
Kaisersesch, Stadt
Hillesheim, Stadt
Weißenberg, Stadt
Weißenstadt, St
Lebus, Stadt
Stadtsteinach, St
Fridingen an der Donau, Stadt
Liebenau, Stadt
Klütz, Stadt
Marktleuthen, St
Bad Teinach-Zavelstein, Stadt
Prichsenstadt, St
Schönewalde, Stadt
Bürgel, Stadt
Waischenfeld, St
Hatzfeld (Eder), Stadt
Wolframs-Eschenbach, St
Dömitz, Stadt
Gützkow, Stadt
Wesenberg, Stadt
Eibelstadt, St
Braubach, Stadt
Waldenburg, Stadt
Lindow (Mark), Stadt
Ulrichstein, Stadt
Jarmen, Stadt
Friedland, Stadt
Münchenbernsdorf, Stadt
Schalkau, Stadt
Merkendorf, St
Frankenau, Stadt
Adenau, Stadt
Rhens, Stadt
Gnoien, Stadt
Laucha an der Unstrut, Stadt
Remda-Teichel, Stadt
Elterlein, Stadt
Themar, Stadt
Frauenstein, Stadt
Meisenheim, Stadt
Wustrow (Wendland), Stadt
Oberwesel, Stadt
Ravenstein, Stadt
Elstra, Stadt
Schillingsfürst, St
Bad Bibra, Stadt
Selters (Westerwald), Stadt
Jöhstadt, Stadt
Wallenfels, St
Sankt Goar, Stadt
Putlitz, Stadt
Romrod, Stadt
Sulzburg, Stadt
Tribsees, Stadt
Garding, Stadt
Ebeleben, Stadt
Großbreitenbach, Stadt
Wegeleben, Stadt
Schkölen, Stadt
Kohren-Sahlis, Stadt
Alsleben (Saale), Stadt
Bad Wilsnack, Stadt
Golßen, Stadt
Lauterstein, Stadt
Brüel, Stadt
Friesack, Stadt
Friedrichstadt, Stadt
Schwanebeck, Stadt
Gartz (Oder), Stadt
Bad Tennstedt, Stadt
Dommitzsch, Stadt
Scheer, Stadt
Gefell, Stadt
Betzenstein, St
Buttstädt, Stadt
Osterfeld, Stadt
Rastenberg, Stadt
Schönau im Schwarzwald, Stadt
Schönsee, St
Ziesar, Stadt
Pleystein, St
Schlieben, Stadt
Stadtlengsfeld, Stadt
Großenehrich, Stadt
Eckartsberga, Stadt
Grebenau, Stadt
Schlettau, Stadt
Krempe, Stadt
Ostritz, Stadt
Creuzburg, Stadt
Rethem (Aller), Stadt
Fladungen, St
Aach, Stadt
Heldrungen, Stadt
Katzenelnbogen, Stadt
Garz/Rügen, Stadt
Rosenthal, Stadt
Hayingen, Stadt
Hirschberg, Stadt
Oderberg, Stadt
Lenzen (Elbe), Stadt
Mainbernheim, St
Oberwiesenthal, Stadt
Leutenberg, Stadt
Ortrand, Stadt
Rerik, Stadt
Gebesee, Stadt
Königstein/Sächs. Schw., Stadt
Veringenstadt, Stadt
Meyenburg, Stadt
Scheibenberg, Stadt
Lauterecken, Stadt
Wiesensteig, Stadt
Bad Colberg-Heldburg, Stadt
Magdala, Stadt
Niemegk, Stadt
Gräfenthal, Stadt
Teuschnitz, St
Rieneck, St
Wolfstein, Stadt
Marktsteft, St
Sachsenhagen, Stadt
Schauenstein, St
Bacharach, Stadt
Wiehe, Stadt
Plaue, Stadt
Brüssow, Stadt
Kindelbrück, Stadt
Penkun, Stadt
Teupitz, Stadt
Sayda, Stadt
Velden, St
Widdern, Stadt
Langenburg, Stadt
Usedom, Stadt
Hettingen, Stadt
Neukalen, Stadt
Bad Sülze, Stadt
Ranis, Stadt
Röttingen, St
Oberweißbach/Thür. Wald, Stadt
Lehesten, Stadt
Ornbau, St
Oberhof, Stadt
Rhinow, Stadt
Stadt Wehlen, Stadt
Neuerburg, Stadt
Arneburg, Stadt
Lassan, Stadt
Stadtprozelten, St
Buckow (Märkische Schweiz), Stadt
Hohenleuben, Stadt
Aub, St
Hornbach, Stadt
Kroppenstedt, Stadt
Hohenberg a.d.Eger, St
Franzburg, Stadt
Schwarzenborn, Stadt
Manderscheid, Stadt
Lieberose, Stadt
Liebstadt, Stadt
Sankt Goarshausen, Stadt
Richtenberg, Stadt
Buttelstedt, Stadt
Neustadt am Kulm, St
Orlamünde, Stadt
Schraplau, Stadt
Werben (Elbe), Hansestadt
Obermoschel, Stadt
Kupferberg, St
Lichtenberg, St
Clingen, Stadt
Rothenfels, St
Stößen, Stadt
Kyllburg, Stadt
Sandau (Elbe), Stadt
Kaub, Stadt
Märkisch Buchholz, Stadt
Ziegenrück, Stadt
Schnackenburg, Stadt
Neumark, Stadt
Ummerstadt, Stadt
Arnis, Stadt





























